Record_ID,DOI,Title,Authors,Journal,Year,Material,Doping,Gas,Adsorption_Energy_eV,Charge_Transfer_e,Adsorption_Distance_A,DFT_Software,Functional,Data_Source,Extraction_Notes,Source_URL
329,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Au2-substituted MoS2,Au,CO,-1.08,-0.05,NA,VASP,GGA-PBE,table,Table 2; dual coinage substitutional defects,https://doi.org/10.3390/ijms241210284
330,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Au2-substituted MoS2,Au,NO,-1.11,-0.37,NA,VASP,GGA-PBE,table,Table 2; dual coinage substitutional defects,https://doi.org/10.3390/ijms241210284
331,10.3390/molecules201019540,"Unique Reactivity of Transition Metal Atoms Embedded in Graphene to CO, NO, O2 and O Adsorption","Medford AJ, Shi X, Sun Q, et al.",Molecules,2015,Fe-embedded Graphene,Fe,O2,-2.05,NA,1.85,VASP,GGA-PBE,table,Table 2 O2 column,https://doi.org/10.3390/molecules201019540
332,10.3390/molecules201019540,"Unique Reactivity of Transition Metal Atoms Embedded in Graphene to CO, NO, O2 and O Adsorption","Medford AJ, Shi X, Sun Q, et al.",Molecules,2015,Co-embedded Graphene,Co,O2,-1.74,NA,1.9,VASP,GGA-PBE,table,Table 2 O2 column,https://doi.org/10.3390/molecules201019540
333,10.3390/molecules201019540,"Unique Reactivity of Transition Metal Atoms Embedded in Graphene to CO, NO, O2 and O Adsorption","Medford AJ, Shi X, Sun Q, et al.",Molecules,2015,Ni-embedded Graphene,Ni,O2,-1.52,NA,1.94,VASP,GGA-PBE,table,Table 2 O2 column,https://doi.org/10.3390/molecules201019540
334,10.3390/molecules201019540,"Unique Reactivity of Transition Metal Atoms Embedded in Graphene to CO, NO, O2 and O Adsorption","Medford AJ, Shi X, Sun Q, et al.",Molecules,2015,Cu-embedded Graphene,Cu,O2,-1.3,NA,1.92,VASP,GGA-PBE,table,Table 2 O2 column,https://doi.org/10.3390/molecules201019540
335,10.3390/molecules201019540,"Unique Reactivity of Transition Metal Atoms Embedded in Graphene to CO, NO, O2 and O Adsorption","Medford AJ, Shi X, Sun Q, et al.",Molecules,2015,Zn-embedded Graphene,Zn,O2,-0.71,NA,2.02,VASP,GGA-PBE,table,Table 2 O2 column,https://doi.org/10.3390/molecules201019540
336,10.3390/molecules201019540,"Unique Reactivity of Transition Metal Atoms Embedded in Graphene to CO, NO, O2 and O Adsorption","Medford AJ, Shi X, Sun Q, et al.",Molecules,2015,Fe-embedded Graphene,Fe,CO,-1.23,NA,1.91,VASP,GGA-PBE,table,Table 3 CO column,https://doi.org/10.3390/molecules201019540
337,10.3390/molecules201019540,"Unique Reactivity of Transition Metal Atoms Embedded in Graphene to CO, NO, O2 and O Adsorption","Medford AJ, Shi X, Sun Q, et al.",Molecules,2015,Co-embedded Graphene,Co,CO,-1.1,NA,1.89,VASP,GGA-PBE,table,Table 3 CO column,https://doi.org/10.3390/molecules201019540
338,10.3390/molecules201019540,"Unique Reactivity of Transition Metal Atoms Embedded in Graphene to CO, NO, O2 and O Adsorption","Medford AJ, Shi X, Sun Q, et al.",Molecules,2015,Ni-embedded Graphene,Ni,CO,-1.12,NA,1.87,VASP,GGA-PBE,table,Table 3 CO column,https://doi.org/10.3390/molecules201019540
339,10.3390/molecules201019540,"Unique Reactivity of Transition Metal Atoms Embedded in Graphene to CO, NO, O2 and O Adsorption","Medford AJ, Shi X, Sun Q, et al.",Molecules,2015,Cu-embedded Graphene,Cu,CO,-1.13,NA,1.87,VASP,GGA-PBE,table,Table 3 CO column,https://doi.org/10.3390/molecules201019540
340,10.3390/molecules201019540,"Unique Reactivity of Transition Metal Atoms Embedded in Graphene to CO, NO, O2 and O Adsorption","Medford AJ, Shi X, Sun Q, et al.",Molecules,2015,Zn-embedded Graphene,Zn,CO,-0.94,NA,1.94,VASP,GGA-PBE,table,Table 3 CO column,https://doi.org/10.3390/molecules201019540
341,10.3390/molecules201019540,"Unique Reactivity of Transition Metal Atoms Embedded in Graphene to CO, NO, O2 and O Adsorption","Medford AJ, Shi X, Sun Q, et al.",Molecules,2015,Fe-embedded Graphene,Fe,NO,-1.3,NA,1.77,VASP,GGA-PBE,table,Table 3 NO column,https://doi.org/10.3390/molecules201019540
342,10.3390/molecules201019540,"Unique Reactivity of Transition Metal Atoms Embedded in Graphene to CO, NO, O2 and O Adsorption","Medford AJ, Shi X, Sun Q, et al.",Molecules,2015,Co-embedded Graphene,Co,NO,-1.18,NA,1.77,VASP,GGA-PBE,table,Table 3 NO column,https://doi.org/10.3390/molecules201019540
343,10.3390/molecules201019540,"Unique Reactivity of Transition Metal Atoms Embedded in Graphene to CO, NO, O2 and O Adsorption","Medford AJ, Shi X, Sun Q, et al.",Molecules,2015,Ni-embedded Graphene,Ni,NO,-1.13,NA,1.74,VASP,GGA-PBE,table,Table 3 NO column,https://doi.org/10.3390/molecules201019540
344,10.3390/molecules201019540,"Unique Reactivity of Transition Metal Atoms Embedded in Graphene to CO, NO, O2 and O Adsorption","Medford AJ, Shi X, Sun Q, et al.",Molecules,2015,Cu-embedded Graphene,Cu,NO,-1.0,NA,1.79,VASP,GGA-PBE,table,Table 3 NO column,https://doi.org/10.3390/molecules201019540
345,10.3390/molecules201019540,"Unique Reactivity of Transition Metal Atoms Embedded in Graphene to CO, NO, O2 and O Adsorption","Medford AJ, Shi X, Sun Q, et al.",Molecules,2015,Zn-embedded Graphene,Zn,NO,-0.69,NA,1.99,VASP,GGA-PBE,table,Table 3 NO column,https://doi.org/10.3390/molecules201019540
346,10.21203/rs.3.rs-1780644/v1,Ab-Initio Characterization of Iron Embedded Nitrogen Doped Graphene as a Toxic Gas Sensor,"Nosheen U, Abdul J, Ilyas SZ, et al.",Research Square (preprint),2022,Fe-N co-doped Graphene,Fe-N,CO,-1.641,NA,NA,CASTEP,GGA-PBE,table,Reported adsorption energies in manuscript abstract/results,https://doi.org/10.21203/rs.3.rs-1780644/v1
347,10.21203/rs.3.rs-1780644/v1,Ab-Initio Characterization of Iron Embedded Nitrogen Doped Graphene as a Toxic Gas Sensor,"Nosheen U, Abdul J, Ilyas SZ, et al.",Research Square (preprint),2022,Fe-N co-doped Graphene,Fe-N,NO,-2.081,NA,NA,CASTEP,GGA-PBE,table,Reported adsorption energies in manuscript abstract/results,https://doi.org/10.21203/rs.3.rs-1780644/v1
348,10.21203/rs.3.rs-1780644/v1,Ab-Initio Characterization of Iron Embedded Nitrogen Doped Graphene as a Toxic Gas Sensor,"Nosheen U, Abdul J, Ilyas SZ, et al.",Research Square (preprint),2022,Fe-N co-doped Graphene,Fe-N,NO2,-1.345,NA,NA,CASTEP,GGA-PBE,table,Reported adsorption energies in manuscript abstract/results,https://doi.org/10.21203/rs.3.rs-1780644/v1
349,10.21203/rs.3.rs-1780644/v1,Ab-Initio Characterization of Iron Embedded Nitrogen Doped Graphene as a Toxic Gas Sensor,"Nosheen U, Abdul J, Ilyas SZ, et al.",Research Square (preprint),2022,Fe-N co-doped Graphene,Fe-N,CO2,-0.154,NA,NA,CASTEP,GGA-PBE,table,Reported adsorption energies in manuscript abstract/results,https://doi.org/10.21203/rs.3.rs-1780644/v1
350,10.21203/rs.3.rs-1780644/v1,Ab-Initio Characterization of Iron Embedded Nitrogen Doped Graphene as a Toxic Gas Sensor,"Nosheen U, Abdul J, Ilyas SZ, et al.",Research Square (preprint),2022,Fe-N co-doped Graphene,Fe-N,H2S,-0.371,NA,NA,CASTEP,GGA-PBE,table,Reported adsorption energies in manuscript abstract/results,https://doi.org/10.21203/rs.3.rs-1780644/v1
351,10.21203/rs.3.rs-1780644/v1,Ab-Initio Characterization of Iron Embedded Nitrogen Doped Graphene as a Toxic Gas Sensor,"Nosheen U, Abdul J, Ilyas SZ, et al.",Research Square (preprint),2022,Fe-N co-doped Graphene,Fe-N,NH3,-0.46,NA,NA,CASTEP,GGA-PBE,table,Reported adsorption energies in manuscript abstract/results,https://doi.org/10.21203/rs.3.rs-1780644/v1
352,10.21203/rs.3.rs-1780644/v1,Ab-Initio Characterization of Iron Embedded Nitrogen Doped Graphene as a Toxic Gas Sensor,"Nosheen U, Abdul J, Ilyas SZ, et al.",Research Square (preprint),2022,Fe-N co-doped Graphene,Fe-N,SO2,-0.62,NA,NA,CASTEP,GGA-PBE,table,Reported adsorption energies in manuscript abstract/results,https://doi.org/10.21203/rs.3.rs-1780644/v1
353,10.53730/ijhs.v6nS7.13392,Adsorption of SO2 air pollutant gas molecule on the pure and Al-doped graphene nano sheet: A DFT study,"Karimi N, Sardroodi JJ, Ebrahimzadeh AR",International Journal of Health Sciences,2022,Graphene,NA,SO2,-0.26,0.002,NA,Gaussian,B3LYP/6-31G(d),table,Table 2; Mulliken charge transfer,https://doi.org/10.53730/ijhs.v6nS7.13392
354,10.53730/ijhs.v6nS7.13392,Adsorption of SO2 air pollutant gas molecule on the pure and Al-doped graphene nano sheet: A DFT study,"Karimi N, Sardroodi JJ, Ebrahimzadeh AR",International Journal of Health Sciences,2022,Al-doped Graphene,Al,SO2,-0.55,0.025,NA,Gaussian,B3LYP/6-31G(d),table,Table 2; Mulliken charge transfer,https://doi.org/10.53730/ijhs.v6nS7.13392
355,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe,NA,H2S,-0.156,0.011,2.292,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
356,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe,NA,H2S,-0.147,-0.001,3.019,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
357,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (MoV),NA,H2S,-0.232,0.01,2.074,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
358,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (MoV),NA,H2S,-0.146,0.002,3.103,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
359,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (SeV),NA,H2S,-0.232,0.017,1.572,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
360,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (SeV),NA,H2S,-0.222,-0.003,2.044,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
361,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (S/SeV),NA,H2S,-0.238,0.018,1.609,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
362,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (S/SeV),NA,H2S,-0.222,-0.002,2.128,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
363,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe,NA,NH3,-0.14,-0.005,2.379,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
364,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe,NA,NH3,-0.203,-0.028,2.559,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
365,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (MoV),NA,NH3,-0.146,-0.01,2.499,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
366,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (MoV),NA,NH3,-0.16,-0.004,2.484,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
367,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (SeV),NA,NH3,-0.281,0.019,0.876,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
368,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (SeV),NA,NH3,-0.216,0.001,1.963,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
369,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (S/SeV),NA,NH3,-0.274,0.022,0.913,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
370,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (S/SeV),NA,NH3,-0.177,-0.004,2.569,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
371,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe,NA,NO2,-0.252,0.137,2.502,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
372,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe,NA,NO2,-0.204,0.094,2.479,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
373,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (MoV),NA,NO2,-0.314,0.196,2.351,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
374,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (MoV),NA,NO2,-0.266,0.185,2.195,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
375,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (SeV),NA,NO2,-3.36,1.027,1.776,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
376,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (SeV),NA,NO2,-0.288,0.243,1.518,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
377,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (S/SeV),NA,NO2,-3.404,1.077,1.364,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
378,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (S/SeV),NA,NO2,-0.273,0.257,1.534,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
379,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe,NA,NO,-0.089,0.01,2.748,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
380,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe,NA,NO,-0.117,0.006,2.624,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
381,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (MoV),NA,NO,-0.164,-0.056,2.285,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
382,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (MoV),NA,NO,-0.435,0.038,1.526,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
383,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (SeV),NA,NO,-0.219,0.059,1.462,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
384,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (SeV),NA,NO,-2.788,0.915,0.0,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
385,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (S/SeV),NA,NO,-0.083,0.027,1.666,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
386,10.1016/j.apsusc.2019.06.049,Defect engineered MoSSe Janus monolayer as a promising two dimensional material for NO2 and NO gas sensing,"Chaurasiya R, Dixit A",Applied Surface Science,2019,Janus MoSSe (S/SeV),NA,NO,-2.894,1.058,0.0,VASP,GGA-PBE,table,Table 1; Bader charge (e); P/P1 = pristine orientations,https://doi.org/10.1016/j.apsusc.2019.06.049
387,10.3390/chemosensors9080227,Nitrogen Dioxide Gas Sensor Based on Ag-Doped Graphene: A First-Principle Study,"Li Q, Liu Y, Chen D, et al.",Chemosensors,2021,Ag-doped Graphene,Ag,NO2,-2.209,-0.45,0.2224,CASTEP,GGA-PBE,table,Table 2; Mulliken charge; distance in nm converted from paper,https://doi.org/10.3390/chemosensors9080227
388,10.3390/chemosensors9080227,Nitrogen Dioxide Gas Sensor Based on Ag-Doped Graphene: A First-Principle Study,"Li Q, Liu Y, Chen D, et al.",Chemosensors,2021,Ag-doped Graphene,Ag,NH3,-1.115,0.136,0.2295,CASTEP,GGA-PBE,table,Table 2; Mulliken charge; distance in nm converted from paper,https://doi.org/10.3390/chemosensors9080227
389,10.3390/chemosensors9080227,Nitrogen Dioxide Gas Sensor Based on Ag-Doped Graphene: A First-Principle Study,"Li Q, Liu Y, Chen D, et al.",Chemosensors,2021,Ag-doped Graphene,Ag,H2O,-0.93,0.122,0.2297,CASTEP,GGA-PBE,table,Table 2; Mulliken charge; distance in nm converted from paper,https://doi.org/10.3390/chemosensors9080227
390,10.3390/chemosensors9080227,Nitrogen Dioxide Gas Sensor Based on Ag-Doped Graphene: A First-Principle Study,"Li Q, Liu Y, Chen D, et al.",Chemosensors,2021,Ag-doped Graphene,Ag,CO2,-0.36,0.018,0.2626,CASTEP,GGA-PBE,table,Table 2; Mulliken charge; distance in nm converted from paper,https://doi.org/10.3390/chemosensors9080227
391,10.3390/chemosensors9080227,Nitrogen Dioxide Gas Sensor Based on Ag-Doped Graphene: A First-Principle Study,"Li Q, Liu Y, Chen D, et al.",Chemosensors,2021,Ag-doped Graphene,Ag,CH4,-0.335,0.031,0.2218,CASTEP,GGA-PBE,table,Table 2; Mulliken charge; distance in nm converted from paper,https://doi.org/10.3390/chemosensors9080227
392,10.3390/chemosensors9080227,Nitrogen Dioxide Gas Sensor Based on Ag-Doped Graphene: A First-Principle Study,"Li Q, Liu Y, Chen D, et al.",Chemosensors,2021,Ag-doped Graphene,Ag,C2H6,-0.514,0.05,0.2395,CASTEP,GGA-PBE,table,Table 2; Mulliken charge; distance in nm converted from paper,https://doi.org/10.3390/chemosensors9080227
393,10.1016/j.apsusc.2015.03.056,"Adsorption behavior of Co anchored on graphene sheets toward NO, SO2, NH3, CO and HCN molecules","Tang Y, Chen W, Li C, Pan L, Dai X, Ma D",Applied Surface Science,2015,Co-anchored Graphene,Co,CO,-0.62,NA,NA,VASP,GGA-PBE,table,Reported PBE adsorption energies in Tang et al. 2015,https://doi.org/10.1016/j.apsusc.2015.03.056
394,10.1016/j.apsusc.2015.03.056,"Adsorption behavior of Co anchored on graphene sheets toward NO, SO2, NH3, CO and HCN molecules","Tang Y, Chen W, Li C, Pan L, Dai X, Ma D",Applied Surface Science,2015,Co-anchored Graphene,Co,NO,-1.51,NA,NA,VASP,GGA-PBE,table,Reported PBE adsorption energies in Tang et al. 2015,https://doi.org/10.1016/j.apsusc.2015.03.056
395,10.1016/j.apsusc.2015.03.056,"Adsorption behavior of Co anchored on graphene sheets toward NO, SO2, NH3, CO and HCN molecules","Tang Y, Chen W, Li C, Pan L, Dai X, Ma D",Applied Surface Science,2015,Co-anchored Graphene,Co,SO2,-1.07,NA,NA,VASP,GGA-PBE,table,Reported PBE adsorption energies in Tang et al. 2015,https://doi.org/10.1016/j.apsusc.2015.03.056
396,10.1016/j.apsusc.2015.03.056,"Adsorption behavior of Co anchored on graphene sheets toward NO, SO2, NH3, CO and HCN molecules","Tang Y, Chen W, Li C, Pan L, Dai X, Ma D",Applied Surface Science,2015,Co-anchored Graphene,Co,NH3,-1.46,NA,NA,VASP,GGA-PBE,table,Reported PBE adsorption energies in Tang et al. 2015,https://doi.org/10.1016/j.apsusc.2015.03.056
397,10.1016/j.apsusc.2017.08.216,"Fe-doped graphene nanosheet as an adsorption platform of harmful gas molecules (CO, CO2, SO2 and H2S)","Cortes-Arriagada D, Villegas-Escobar N, Ortega DE",Applied Surface Science,2018,Fe-doped Graphene,Fe,CO,-1.6,NA,NA,Gaussian,PBE/Def2-SVP,table,Table 1; PBE finite-system values from Cortes-Arriagada et al.,https://doi.org/10.1016/j.apsusc.2017.08.216
398,10.1016/j.apsusc.2017.08.216,"Fe-doped graphene nanosheet as an adsorption platform of harmful gas molecules (CO, CO2, SO2 and H2S)","Cortes-Arriagada D, Villegas-Escobar N, Ortega DE",Applied Surface Science,2018,Fe-doped Graphene,Fe,SO2,-1.8,NA,NA,Gaussian,PBE/Def2-SVP,table,Table 1; PBE finite-system values from Cortes-Arriagada et al.,https://doi.org/10.1016/j.apsusc.2017.08.216
399,10.3390/s20143932,"Enhancing the Sensing Performance of Zigzag Graphene Nanoribbon to Detect NO, NO2, and NH3 Gases","Salih E, Ayesh AI",Sensors,2020,Zigzag Graphene Nanoribbon,NA,NO,-0.273,-0.104,2.88,ATK-VNL,DFT (ATK),table,Table 1; most stable adsorption configuration,https://doi.org/10.3390/s20143932
400,10.3390/s20143932,"Enhancing the Sensing Performance of Zigzag Graphene Nanoribbon to Detect NO, NO2, and NH3 Gases","Salih E, Ayesh AI",Sensors,2020,Zigzag Graphene Nanoribbon,NA,NO2,-0.225,0.04,3.11,ATK-VNL,DFT (ATK),table,Table 1; most stable adsorption configuration,https://doi.org/10.3390/s20143932
401,10.3390/s20143932,"Enhancing the Sensing Performance of Zigzag Graphene Nanoribbon to Detect NO, NO2, and NH3 Gases","Salih E, Ayesh AI",Sensors,2020,Zigzag Graphene Nanoribbon,NA,NH3,-0.092,-0.018,3.03,ATK-VNL,DFT (ATK),table,Table 1; most stable adsorption configuration,https://doi.org/10.3390/s20143932
402,10.3390/s20143932,"Enhancing the Sensing Performance of Zigzag Graphene Nanoribbon to Detect NO, NO2, and NH3 Gases","Salih E, Ayesh AI",Sensors,2020,ZGNR-O (epoxy),O,NO,-0.318,0.132,2.66,ATK-VNL,DFT (ATK),table,Table 2; most stable adsorption configuration,https://doi.org/10.3390/s20143932
