material,Eg_eV,chi_eV,role,chi_source
PbHfTlTaO6,3.520176139,3.6953,absorber,ml_plus_family_prior
PbHfYAlO6,5.658814835,3.5088,absorber,ml_plus_family_prior
PbTiAgNbO6,3.374084532,3.7119,absorber,ml_plus_family_prior
PbTiBaSnO6,4.748196307,3.5959,absorber,ml_plus_family_prior
PbTiBaTiO6,3.64716967,3.5957,absorber,ml_plus_family_prior
PbTiCaGeO6,4.326039143,3.581,absorber,ml_plus_family_prior
PbTiCaSiO6,3.616892582,3.5912,absorber,ml_plus_family_prior
PbTiCaSnO6,3.866511669,3.6253,absorber,ml_plus_family_prior
PbTiCaTiO6,3.759636442,3.5963,absorber,ml_plus_family_prior
PbTiLaAlO6,4.438175554,3.5517,absorber,ml_plus_family_prior
PbTiLaGaO6,4.949207085,3.5548,absorber,ml_plus_family_prior
PbTiLaInO6,4.37995343,3.5769,absorber,ml_plus_family_prior
PbTiLiNbO6,3.632440439,3.5966,absorber,ml_plus_family_prior
PbTiLiVO6,1.564150221,3.8813,absorber,ml_plus_family_prior
PbTiMgTiO6,3.54079145,3.634,absorber,ml_plus_family_prior
PbTiNaNbO6,3.603454802,3.5966,absorber,ml_plus_family_prior
PbTiNaSbO6,4.20100595,3.5739,absorber,ml_plus_family_prior
PbTiNaVO6,2.078686619,3.8175,absorber,ml_plus_family_prior
PbTiSnTiO6,2.740887039,3.8699,absorber,ml_plus_family_prior
PbTiSrGeO6,4.214439804,3.5772,absorber,ml_plus_family_prior
PbTiSrSiO6,3.639510723,3.5893,absorber,ml_plus_family_prior
PbTiSrSnO6,4.982430469,3.5901,absorber,ml_plus_family_prior
PbTiSrTiO6,3.754054864,3.5966,absorber,ml_plus_family_prior
PbTiTlNbO6,2.253986807,3.8475,absorber,ml_plus_family_prior
PbTiYAlO6,3.887638405,3.5659,absorber,ml_plus_family_prior
PbZrAgNbO6,4.166115284,3.5838,absorber,ml_plus_family_prior
PbZrBaSnO6,5.796148247,3.5666,absorber,ml_plus_family_prior
PbZrBaTiO6,4.688502615,3.5714,absorber,ml_plus_family_prior
PbZrCaGeO6,6.26137224,3.5534,absorber,ml_plus_family_prior
PbZrCaSiO6,6.062284869,3.5467,absorber,ml_plus_family_prior
PbZrCaSnO6,5.978942608,3.5713,absorber,ml_plus_family_prior
PbZrCaTiO6,4.347411697,3.5814,absorber,ml_plus_family_prior
PbZrCsVO6,2.327454613,3.7702,absorber,ml_plus_family_prior
PbZrGaNbO6,2.728501752,3.704,absorber,ml_plus_family_prior
PbZrInNbO6,1.502295363,3.7954,absorber,ml_plus_family_prior
PbZrKNbO6,4.301584994,3.5849,absorber,ml_plus_family_prior
PbZrKSbO6,5.411015669,3.5725,absorber,ml_plus_family_prior
PbZrLaAlO6,6.123085031,3.5276,absorber,ml_plus_family_prior
PbZrLaGaO6,5.792527133,3.5433,absorber,ml_plus_family_prior
PbZrLaInO6,5.413060914,3.5703,absorber,ml_plus_family_prior
PbZrLiNbO6,4.322954385,3.5849,absorber,ml_plus_family_prior
PbZrLiVO6,1.984307728,3.7952,absorber,ml_plus_family_prior
PbZrMgTiO6,4.199383995,3.5569,absorber,ml_plus_family_prior
PbZrNaNbO6,4.26853485,3.5807,absorber,ml_plus_family_prior
PbZrNaSbO6,5.661587712,3.534,absorber,ml_plus_family_prior
PbZrNaVO6,1.975980895,3.7952,absorber,ml_plus_family_prior
PbZrPbTiO6,4.486692552,3.5692,absorber,ml_plus_family_prior
PbZrRbNbO6,4.42595383,3.5849,absorber,ml_plus_family_prior
PbZrSnHfO6,4.382511212,3.612,absorber,ml_plus_family_prior
PbZrSnTiO6,3.967840494,3.6059,absorber,ml_plus_family_prior
PbZrSnZrO6,4.372622984,3.611,absorber,ml_plus_family_prior
PbZrSrGeO6,6.143619812,3.552,absorber,ml_plus_family_prior
PbZrSrSiO6,6.047798161,3.5453,absorber,ml_plus_family_prior
PbZrSrSnO6,5.909817046,3.5691,absorber,ml_plus_family_prior
PbZrSrTiO6,4.782362473,3.5716,absorber,ml_plus_family_prior
PbZrTlNbO6,2.769123763,3.8118,absorber,ml_plus_family_prior
PbZrYAlO6,5.580683524,3.5207,absorber,ml_plus_family_prior
PC60BM,1.8,4.2,etl,literature_SCAPS
PCBM,2.0,3.9,etl,literature_SCAPS
PTAA,2.96,2.3,htl,literature_SCAPS
Rb2AgAlBr6,1.4842,3.7062,absorber,ml_plus_family_prior
Rb2AgAlBr6 (cubic),1.045,3.6931,absorber,ml_plus_family_prior
Rb2AgAlBr6 (orthorhombic),1.4842,3.7062,absorber,ml_plus_family_prior
Rb2AgAlCl6,2.2615,3.7006,absorber,ml_plus_family_prior
Rb2AgAlCl6 (cubic),2.1691,3.6827,absorber,ml_plus_family_prior
Rb2AgAlCl6 (orthorhombic),2.2615,3.7006,absorber,ml_plus_family_prior
Rb2AgAlI6,0.8823,3.7335,absorber,ml_plus_family_prior
Rb2AgAlI6 (orthorhombic),0.8823,3.7335,absorber,ml_plus_family_prior
Rb2AgAsBr6,1.025,3.8603,absorber,ml_plus_family_prior
Rb2AgAsBr6 (cubic),0.7293,3.9446,absorber,ml_plus_family_prior
Rb2AgAsBr6 (orthorhombic),1.025,3.8603,absorber,ml_plus_family_prior
Rb2AgAsCl6,1.3779,3.9359,absorber,ml_plus_family_prior
Rb2AgAsCl6 (cubic),1.2166,3.9244,absorber,ml_plus_family_prior
Rb2AgAsCl6 (orthorhombic),1.3779,3.9359,absorber,ml_plus_family_prior
Rb2AgAsI6,0.6606,3.9083,absorber,ml_plus_family_prior
Rb2AgAsI6 (cubic),0.2286,3.9136,absorber,ml_plus_family_prior
Rb2AgAsI6 (orthorhombic),0.6606,3.9083,absorber,ml_plus_family_prior
Rb2AgBiBr6,1.3147,3.8986,absorber,ml_plus_family_prior
Rb2AgBiBr6 (cubic),1.1156,3.8818,absorber,ml_plus_family_prior
Rb2AgBiBr6 (orthorhombic),1.3147,3.8986,absorber,ml_plus_family_prior
Rb2AgBiCl6,1.6589,3.9349,absorber,ml_plus_family_prior
Rb2AgBiCl6 (cubic),1.5347,3.9369,absorber,ml_plus_family_prior
Rb2AgBiCl6 (orthorhombic),1.6589,3.9349,absorber,ml_plus_family_prior
Rb2AgBiI6,0.9444,3.909,absorber,ml_plus_family_prior
Rb2AgBiI6 (cubic),0.6313,3.9107,absorber,ml_plus_family_prior
Rb2AgBiI6 (orthorhombic),0.9444,3.909,absorber,ml_plus_family_prior
Rb2AgGaBr6,0.5988,3.8937,absorber,ml_plus_family_prior
Rb2AgGaBr6 (orthorhombic),0.5988,3.8937,absorber,ml_plus_family_prior
Rb2AgGaCl6,1.0358,3.869,absorber,ml_plus_family_prior
Rb2AgGaCl6 (cubic),0.8637,3.9325,absorber,ml_plus_family_prior
Rb2AgGaCl6 (orthorhombic),1.0358,3.869,absorber,ml_plus_family_prior
Rb2AgGaI6,0.5923,3.8692,absorber,ml_plus_family_prior
Rb2AgGaI6 (orthorhombic),0.5923,3.8692,absorber,ml_plus_family_prior
Rb2AgInBr6,0.813,3.8376,absorber,ml_plus_family_prior
Rb2AgInBr6 (cubic),0.1505,3.8496,absorber,ml_plus_family_prior
Rb2AgInBr6 (orthorhombic),0.813,3.8376,absorber,ml_plus_family_prior
Rb2AgInCl6,1.3193,3.8741,absorber,ml_plus_family_prior
Rb2AgInCl6 (cubic),0.9585,3.8185,absorber,ml_plus_family_prior
Rb2AgInCl6 (orthorhombic),1.3193,3.8741,absorber,ml_plus_family_prior
Rb2AgInI6,0.5097,3.8225,absorber,ml_plus_family_prior
Rb2AgInI6 (orthorhombic),0.5097,3.8225,absorber,ml_plus_family_prior
Rb2AgSbBr6,1.1724,3.8497,absorber,ml_plus_family_prior
Rb2AgSbBr6 (cubic),0.8142,3.8994,absorber,ml_plus_family_prior
Rb2AgSbBr6 (orthorhombic),1.1724,3.8497,absorber,ml_plus_family_prior
Rb2AgSbCl6,1.549,3.8933,absorber,ml_plus_family_prior
Rb2AgSbCl6 (cubic),1.303,3.8984,absorber,ml_plus_family_prior
Rb2AgSbCl6 (orthorhombic),1.549,3.8933,absorber,ml_plus_family_prior
Rb2AgSbI6,0.8157,3.874,absorber,ml_plus_family_prior
Rb2AgSbI6 (cubic),0.3161,3.8855,absorber,ml_plus_family_prior
Rb2AgSbI6 (orthorhombic),0.8157,3.874,absorber,ml_plus_family_prior
Rb2AuAlBr6,2.9416,3.567,absorber,ml_plus_family_prior
Rb2AuAlBr6 (orthorhombic),2.9416,3.567,absorber,ml_plus_family_prior
Rb2AuAlCl6,2.7104,3.6818,absorber,ml_plus_family_prior
Rb2AuAlCl6 (cubic),0.3514,3.8178,absorber,ml_plus_family_prior
Rb2AuAlCl6 (orthorhombic),2.7104,3.6818,absorber,ml_plus_family_prior
Rb2AuAlI6,1.7762,3.6717,absorber,ml_plus_family_prior
Rb2AuAlI6 (orthorhombic),1.7762,3.6717,absorber,ml_plus_family_prior
Rb2AuAsCl6,2.1674,3.8764,absorber,ml_plus_family_prior
Rb2AuAsCl6 (orthorhombic),2.1674,3.8764,absorber,ml_plus_family_prior
Rb2AuBiBr6,2.0059,3.8638,absorber,ml_plus_family_prior
Rb2AuBiBr6 (cubic),0.105,3.9454,absorber,ml_plus_family_prior
Rb2AuBiBr6 (orthorhombic),2.0059,3.8638,absorber,ml_plus_family_prior
Rb2AuBiCl6,2.253,3.8779,absorber,ml_plus_family_prior
Rb2AuBiCl6 (cubic),0.4081,3.9871,absorber,ml_plus_family_prior
Rb2AuBiCl6 (orthorhombic),2.253,3.8779,absorber,ml_plus_family_prior
Rb2AuBiI6,1.6172,3.8739,absorber,ml_plus_family_prior
Rb2AuBiI6 (orthorhombic),1.6172,3.8739,absorber,ml_plus_family_prior
Rb2AuGaBr6,1.515,3.857,absorber,ml_plus_family_prior
Rb2AuGaBr6 (orthorhombic),1.515,3.857,absorber,ml_plus_family_prior
Rb2AuGaCl6,2.0708,3.8027,absorber,ml_plus_family_prior
Rb2AuGaCl6 (orthorhombic),2.0708,3.8027,absorber,ml_plus_family_prior
Rb2AuGaI6,0.7292,3.8875,absorber,ml_plus_family_prior
Rb2AuGaI6 (orthorhombic),0.7292,3.8875,absorber,ml_plus_family_prior
Rb2AuInBr6,1.314,3.8293,absorber,ml_plus_family_prior
Rb2AuInBr6 (orthorhombic),1.314,3.8293,absorber,ml_plus_family_prior
Rb2AuInCl6,1.7497,3.8704,absorber,ml_plus_family_prior
Rb2AuInCl6 (orthorhombic),1.7497,3.8704,absorber,ml_plus_family_prior
Rb2AuInI6,0.8177,3.8136,absorber,ml_plus_family_prior
Rb2AuInI6 (orthorhombic),0.8177,3.8136,absorber,ml_plus_family_prior
Rb2AuSbBr6,1.8822,3.8162,absorber,ml_plus_family_prior
Rb2AuSbBr6 (orthorhombic),1.8822,3.8162,absorber,ml_plus_family_prior
Rb2AuSbCl6,2.1466,3.818,absorber,ml_plus_family_prior
Rb2AuSbCl6 (cubic),0.1257,3.9581,absorber,ml_plus_family_prior
Rb2AuSbCl6 (orthorhombic),2.1466,3.818,absorber,ml_plus_family_prior
Rb2AuSbI6,1.6525,3.8319,absorber,ml_plus_family_prior
Rb2AuSbI6 (orthorhombic),1.6525,3.8319,absorber,ml_plus_family_prior
Rb2CuAlBr6,1.2881,3.7008,absorber,ml_plus_family_prior
Rb2CuAlBr6 (orthorhombic),1.2881,3.7008,absorber,ml_plus_family_prior
Rb2CuAlCl6,1.4505,3.7416,absorber,ml_plus_family_prior
Rb2CuAlCl6 (cubic),0.6565,3.8106,absorber,ml_plus_family_prior
Rb2CuAlCl6 (orthorhombic),1.4505,3.7416,absorber,ml_plus_family_prior
Rb2CuAlI6,1.3409,3.673,absorber,ml_plus_family_prior
Rb2CuAlI6 (orthorhombic),1.3409,3.673,absorber,ml_plus_family_prior
Rb2CuAsBr6,0.2772,3.9204,absorber,ml_plus_family_prior
Rb2CuAsBr6 (cubic),0.195,3.9226,absorber,ml_plus_family_prior
Rb2CuAsBr6 (orthorhombic),0.2772,3.9204,absorber,ml_plus_family_prior
Rb2CuAsCl6,0.5129,3.9663,absorber,ml_plus_family_prior
Rb2CuAsCl6 (cubic),0.5151,3.9663,absorber,ml_plus_family_prior
Rb2CuAsCl6 (orthorhombic),0.5129,3.9663,absorber,ml_plus_family_prior
Rb2CuAsI6,0.3489,3.8927,absorber,ml_plus_family_prior
Rb2CuAsI6 (orthorhombic),0.3489,3.8927,absorber,ml_plus_family_prior
Rb2CuBiBr6,0.6378,3.92,absorber,ml_plus_family_prior
Rb2CuBiBr6 (cubic),0.5582,3.9268,absorber,ml_plus_family_prior
Rb2CuBiBr6 (orthorhombic),0.6378,3.92,absorber,ml_plus_family_prior
Rb2CuBiCl6,1.3267,3.92,absorber,ml_plus_family_prior
Rb2CuBiCl6 (cubic),0.7525,3.9793,absorber,ml_plus_family_prior
Rb2CuBiCl6 (orthorhombic),1.3267,3.92,absorber,ml_plus_family_prior
Rb2CuBiI6,0.4945,3.9009,absorber,ml_plus_family_prior
Rb2CuBiI6 (cubic),0.2673,3.9038,absorber,ml_plus_family_prior
Rb2CuBiI6 (orthorhombic),0.4945,3.9009,absorber,ml_plus_family_prior
Rb2CuGaBr6,0.7361,3.8973,absorber,ml_plus_family_prior
Rb2CuGaBr6 (orthorhombic),0.7361,3.8973,absorber,ml_plus_family_prior
Rb2CuGaCl6,0.7079,3.9448,absorber,ml_plus_family_prior
Rb2CuGaCl6 (orthorhombic),0.7079,3.9448,absorber,ml_plus_family_prior
Rb2CuGaI6,0.4852,3.8613,absorber,ml_plus_family_prior
Rb2CuGaI6 (orthorhombic),0.4852,3.8613,absorber,ml_plus_family_prior
Rb2CuInBr6,0.4627,3.8314,absorber,ml_plus_family_prior
Rb2CuInBr6 (orthorhombic),0.4627,3.8314,absorber,ml_plus_family_prior
Rb2CuInCl6,0.1536,3.8828,absorber,ml_plus_family_prior
Rb2CuInCl6 (orthorhombic),0.1536,3.8828,absorber,ml_plus_family_prior
Rb2CuInI6,0.5673,3.8059,absorber,ml_plus_family_prior
Rb2CuInI6 (orthorhombic),0.5673,3.8059,absorber,ml_plus_family_prior
Rb2CuSbBr6,0.4518,3.8955,absorber,ml_plus_family_prior
Rb2CuSbBr6 (cubic),0.3028,3.896,absorber,ml_plus_family_prior
Rb2CuSbBr6 (orthorhombic),0.4518,3.8955,absorber,ml_plus_family_prior
Rb2CuSbCl6,0.655,3.9371,absorber,ml_plus_family_prior
Rb2CuSbCl6 (cubic),0.6353,3.9338,absorber,ml_plus_family_prior
Rb2CuSbCl6 (orthorhombic),0.655,3.9371,absorber,ml_plus_family_prior
Rb2CuSbI6,0.4434,3.8689,absorber,ml_plus_family_prior
Rb2CuSbI6 (orthorhombic),0.4434,3.8689,absorber,ml_plus_family_prior
Rb2InAlBr6,2.26,3.6518,absorber,ml_plus_family_prior
Rb2InAlBr6 (cubic),1.8871,3.6402,absorber,ml_plus_family_prior
Rb2InAlBr6 (orthorhombic),2.26,3.6518,absorber,ml_plus_family_prior
Rb2InAlCl6,3.1603,3.5298,absorber,ml_plus_family_prior
Rb2InAlCl6 (cubic),2.8237,3.6089,absorber,ml_plus_family_prior
Rb2InAlCl6 (orthorhombic),3.1603,3.5298,absorber,ml_plus_family_prior
Rb2InAlI6,1.2484,3.6266,absorber,ml_plus_family_prior
Rb2InAlI6 (cubic),0.8605,3.6706,absorber,ml_plus_family_prior
Rb2InAlI6 (orthorhombic),1.2484,3.6266,absorber,ml_plus_family_prior
Rb2InAsBr6,0.6572,3.8356,absorber,ml_plus_family_prior
Rb2InAsBr6 (orthorhombic),0.6572,3.8356,absorber,ml_plus_family_prior
Rb2InAsCl6,1.2101,3.8414,absorber,ml_plus_family_prior
Rb2InAsCl6 (cubic),0.4084,3.8879,absorber,ml_plus_family_prior
Rb2InAsCl6 (orthorhombic),1.2101,3.8414,absorber,ml_plus_family_prior
Rb2InAsI6,0.368,3.8122,absorber,ml_plus_family_prior
Rb2InAsI6 (cubic),0.1418,3.8163,absorber,ml_plus_family_prior
Rb2InAsI6 (orthorhombic),0.368,3.8122,absorber,ml_plus_family_prior
Rb2InBiBr6,0.8686,3.8314,absorber,ml_plus_family_prior
Rb2InBiBr6 (cubic),0.1087,3.8496,absorber,ml_plus_family_prior
Rb2InBiBr6 (orthorhombic),0.8686,3.8314,absorber,ml_plus_family_prior
Rb2InBiCl6,1.3492,3.8744,absorber,ml_plus_family_prior
Rb2InBiCl6 (cubic),0.3094,3.896,absorber,ml_plus_family_prior
Rb2InBiCl6 (orthorhombic),1.3492,3.8744,absorber,ml_plus_family_prior
Rb2InBiI6,0.4701,3.8224,absorber,ml_plus_family_prior
Rb2InBiI6 (cubic),0.3498,3.8212,absorber,ml_plus_family_prior
Rb2InBiI6 (orthorhombic),0.4701,3.8224,absorber,ml_plus_family_prior
Rb2InGaBr6,0.9411,3.8126,absorber,ml_plus_family_prior
Rb2InGaBr6 (cubic),0.8699,3.8077,absorber,ml_plus_family_prior
Rb2InGaBr6 (orthorhombic),0.9411,3.8126,absorber,ml_plus_family_prior
Rb2InGaCl6,1.8549,3.819,absorber,ml_plus_family_prior
Rb2InGaCl6 (cubic),1.6341,3.8462,absorber,ml_plus_family_prior
Rb2InGaCl6 (orthorhombic),1.8549,3.819,absorber,ml_plus_family_prior
Rb2InGaI6,0.6304,3.7939,absorber,ml_plus_family_prior
Rb2InGaI6 (cubic),0.1844,3.8033,absorber,ml_plus_family_prior
Rb2InGaI6 (orthorhombic),0.6304,3.7939,absorber,ml_plus_family_prior
Rb2InInBr6,1.282,3.8301,absorber,ml_plus_family_prior
Rb2InInBr6 (cubic),0.6885,3.8584,absorber,ml_plus_family_prior
Rb2InInBr6 (orthorhombic),1.282,3.8301,absorber,ml_plus_family_prior
Rb2InInCl6,2.0694,3.8422,absorber,ml_plus_family_prior
Rb2InInCl6 (cubic),1.4427,3.8749,absorber,ml_plus_family_prior
Rb2InInCl6 (orthorhombic),2.0694,3.8422,absorber,ml_plus_family_prior
Rb2InInI6,0.5564,3.8224,absorber,ml_plus_family_prior
Rb2InInI6 (orthorhombic),0.5564,3.8224,absorber,ml_plus_family_prior
Rb2InSbBr6,0.9469,3.7677,absorber,ml_plus_family_prior
Rb2InSbBr6 (orthorhombic),0.9469,3.7677,absorber,ml_plus_family_prior
Rb2InSbCl6,1.4543,3.8515,absorber,ml_plus_family_prior
Rb2InSbCl6 (cubic),0.4219,3.881,absorber,ml_plus_family_prior
Rb2InSbCl6 (orthorhombic),1.4543,3.8515,absorber,ml_plus_family_prior
Rb2InSbI6,0.5575,3.808,absorber,ml_plus_family_prior
Rb2InSbI6 (cubic),0.2129,3.811,absorber,ml_plus_family_prior
Rb2InSbI6 (orthorhombic),0.5575,3.808,absorber,ml_plus_family_prior
Rb2TlAlBr6,2.6972,3.6354,absorber,ml_plus_family_prior
Rb2TlAlBr6 (cubic),2.5847,3.5968,absorber,ml_plus_family_prior
Rb2TlAlBr6 (orthorhombic),2.6972,3.6354,absorber,ml_plus_family_prior
Rb2TlAlCl6,3.6754,3.4595,absorber,ml_plus_family_prior
Rb2TlAlCl6 (cubic),3.6123,3.4618,absorber,ml_plus_family_prior
Rb2TlAlCl6 (orthorhombic),3.6754,3.4595,absorber,ml_plus_family_prior
Rb2TlAlI6,1.5921,3.6767,absorber,ml_plus_family_prior
Rb2TlAlI6 (cubic),1.3442,3.6815,absorber,ml_plus_family_prior
Rb2TlAlI6 (orthorhombic),1.5921,3.6767,absorber,ml_plus_family_prior
Rb2TlAsBr6,1.4508,3.8924,absorber,ml_plus_family_prior
Rb2TlAsBr6 (cubic),0.7202,3.9446,absorber,ml_plus_family_prior
Rb2TlAsBr6 (orthorhombic),1.4508,3.8924,absorber,ml_plus_family_prior
Rb2TlAsCl6,1.9166,3.9041,absorber,ml_plus_family_prior
Rb2TlAsCl6 (cubic),1.1449,3.9129,absorber,ml_plus_family_prior
Rb2TlAsCl6 (orthorhombic),1.9166,3.9041,absorber,ml_plus_family_prior
Rb2TlAsI6,1.0584,3.8536,absorber,ml_plus_family_prior
Rb2TlAsI6 (cubic),0.4124,3.9103,absorber,ml_plus_family_prior
Rb2TlAsI6 (orthorhombic),1.0584,3.8536,absorber,ml_plus_family_prior
Rb2TlBiBr6,1.4715,3.8988,absorber,ml_plus_family_prior
Rb2TlBiBr6 (cubic),0.59,3.9333,absorber,ml_plus_family_prior
Rb2TlBiBr6 (orthorhombic),1.4715,3.8988,absorber,ml_plus_family_prior
Rb2TlBiCl6,1.9577,3.9054,absorber,ml_plus_family_prior
Rb2TlBiCl6 (cubic),1.0286,3.9098,absorber,ml_plus_family_prior
Rb2TlBiCl6 (orthorhombic),1.9577,3.9054,absorber,ml_plus_family_prior
Rb2TlBiI6,1.0077,3.8453,absorber,ml_plus_family_prior
Rb2TlBiI6 (cubic),0.2375,3.9207,absorber,ml_plus_family_prior
Rb2TlBiI6 (orthorhombic),1.0077,3.8453,absorber,ml_plus_family_prior
Rb2TlGaBr6,1.719,3.8521,absorber,ml_plus_family_prior
Rb2TlGaBr6 (cubic),1.3803,3.8567,absorber,ml_plus_family_prior
Rb2TlGaBr6 (orthorhombic),1.719,3.8521,absorber,ml_plus_family_prior
Rb2TlGaCl6,2.6567,3.6812,absorber,ml_plus_family_prior
Rb2TlGaCl6 (cubic),2.3181,3.7781,absorber,ml_plus_family_prior
Rb2TlGaCl6 (orthorhombic),2.6567,3.6812,absorber,ml_plus_family_prior
Rb2TlGaI6,0.7727,3.8829,absorber,ml_plus_family_prior
Rb2TlGaI6 (cubic),0.449,3.8777,absorber,ml_plus_family_prior
Rb2TlGaI6 (orthorhombic),0.7727,3.8829,absorber,ml_plus_family_prior
Rb2TlInBr6,2.0361,3.8146,absorber,ml_plus_family_prior
Rb2TlInBr6 (cubic),1.5726,3.8285,absorber,ml_plus_family_prior
Rb2TlInBr6 (orthorhombic),2.0361,3.8146,absorber,ml_plus_family_prior
Rb2TlInCl6,2.8388,3.6923,absorber,ml_plus_family_prior
Rb2TlInCl6 (cubic),2.3762,3.8352,absorber,ml_plus_family_prior
Rb2TlInCl6 (orthorhombic),2.8388,3.6923,absorber,ml_plus_family_prior
Rb2TlInI6,1.1472,3.7661,absorber,ml_plus_family_prior
Rb2TlInI6 (cubic),0.7552,3.8292,absorber,ml_plus_family_prior
Rb2TlInI6 (orthorhombic),1.1472,3.7661,absorber,ml_plus_family_prior
Rb2TlSbBr6,1.5107,3.8586,absorber,ml_plus_family_prior
Rb2TlSbBr6 (cubic),0.6199,3.901,absorber,ml_plus_family_prior
Rb2TlSbBr6 (orthorhombic),1.5107,3.8586,absorber,ml_plus_family_prior
Rb2TlSbCl6,1.9664,3.8607,absorber,ml_plus_family_prior
Rb2TlSbCl6 (cubic),1.0419,3.8728,absorber,ml_plus_family_prior
Rb2TlSbCl6 (orthorhombic),1.9664,3.8607,absorber,ml_plus_family_prior
Rb2TlSbI6,1.0951,3.8221,absorber,ml_plus_family_prior
Rb2TlSbI6 (cubic),0.3028,3.8855,absorber,ml_plus_family_prior
Rb2TlSbI6 (orthorhombic),1.0951,3.8221,absorber,ml_plus_family_prior
RbNbAgNbO6,3.000554212,3.6404,absorber,ml_plus_family_prior
RbNbBaSnO6,4.582478857,3.5935,absorber,ml_plus_family_prior
RbNbBaTiO6,3.825994961,3.594,absorber,ml_plus_family_prior
RbNbCaGeO6,4.444933002,3.5704,absorber,ml_plus_family_prior
RbNbCaSiO6,3.961833599,3.5686,absorber,ml_plus_family_prior
RbNbCaSnO6,4.978006733,3.5903,absorber,ml_plus_family_prior
RbNbCaTiO6,3.464606286,3.6839,absorber,ml_plus_family_prior
RbNbGaNbO6,1.501461081,3.8481,absorber,ml_plus_family_prior
RbNbLaAlO6,4.45268281,3.543,absorber,ml_plus_family_prior
RbNbLaGaO6,4.739790941,3.5639,absorber,ml_plus_family_prior
RbNbLaInO6,4.788646563,3.5668,absorber,ml_plus_family_prior
RbNbLiNbO6,3.132605798,3.6532,absorber,ml_plus_family_prior
RbNbMgTiO6,3.912256022,3.5751,absorber,ml_plus_family_prior
RbNbNaNbO6,3.104351528,3.648,absorber,ml_plus_family_prior
RbNbNaSbO6,4.001396256,3.5583,absorber,ml_plus_family_prior
RbNbPbTiO6,3.927842162,3.5729,absorber,ml_plus_family_prior
RbNbSnTiO6,2.827129685,3.7779,absorber,ml_plus_family_prior
RbNbSnZrO6,3.402918374,3.7115,absorber,ml_plus_family_prior
RbNbSrGeO6,4.380221184,3.5825,absorber,ml_plus_family_prior
RbNbSrSiO6,3.912411102,3.5904,absorber,ml_plus_family_prior
RbNbSrSnO6,4.866665774,3.588,absorber,ml_plus_family_prior
RbNbSrTiO6,3.404490411,3.6969,absorber,ml_plus_family_prior
RbNbTlNbO6,1.926609234,3.8571,absorber,ml_plus_family_prior
RbNbTlTaO6,1.755772218,3.8806,absorber,ml_plus_family_prior
RbNbYAlO6,4.581560313,3.543,absorber,ml_plus_family_prior
RbPbI3,2.1,3.7692,absorber,ml_plus_family_prior
RbTaAgNbO6,3.372259,3.7118,absorber,ml_plus_family_prior
RbTaAgTaO6,3.912786912,3.5967,absorber,ml_plus_family_prior
RbTaBaSnO6,5.005447926,3.5906,absorber,ml_plus_family_prior
RbTaBaTiO6,3.725461181,3.5938,absorber,ml_plus_family_prior
RbTaCaGeO6,5.172654926,3.567,absorber,ml_plus_family_prior
RbTaCaHfO6,5.344751259,3.5652,absorber,ml_plus_family_prior
RbTaCaSiO6,5.009983702,3.5574,absorber,ml_plus_family_prior
RbTaCaSnO6,5.542419882,3.5587,absorber,ml_plus_family_prior
RbTaCaTiO6,4.15025041,3.5732,absorber,ml_plus_family_prior
RbTaCaZrO6,5.289425231,3.5689,absorber,ml_plus_family_prior
RbTaCsNbO6,3.244169484,3.665,absorber,ml_plus_family_prior
RbTaCsVO6,2.256230932,3.8187,absorber,ml_plus_family_prior
RbTaGaNbO6,1.714926982,3.8457,absorber,ml_plus_family_prior
RbTaGaTaO6,2.197091366,3.7457,absorber,ml_plus_family_prior
RbTaKNbO6,3.385357147,3.704,absorber,ml_plus_family_prior
RbTaKSbO6,4.138193241,3.5768,absorber,ml_plus_family_prior
RbTaLaAlO6,5.350370897,3.5375,absorber,ml_plus_family_prior
RbTaLaGaO6,5.68309794,3.5246,absorber,ml_plus_family_prior
RbTaLaInO6,5.659890797,3.5238,absorber,ml_plus_family_prior
RbTaLaScO6,5.569235185,3.5323,absorber,ml_plus_family_prior
RbTaLiNbO6,3.503887171,3.6894,absorber,ml_plus_family_prior
RbTaLiTaO6,4.063775902,3.5575,absorber,ml_plus_family_prior
RbTaLiVO6,2.256156773,3.8181,absorber,ml_plus_family_prior
RbTaMgTiO6,5.087929236,3.5502,absorber,ml_plus_family_prior
RbTaMgZrO6,6.155481471,3.5207,absorber,ml_plus_family_prior
RbTaNaNbO6,3.480365291,3.692,absorber,ml_plus_family_prior
RbTaNaSbO6,4.486824192,3.5655,absorber,ml_plus_family_prior
RbTaNaTaO6,4.032147769,3.5585,absorber,ml_plus_family_prior
RbTaNaVO6,1.992431484,3.841,absorber,ml_plus_family_prior
RbTaPbHfO6,5.152195244,3.5663,absorber,ml_plus_family_prior
RbTaPbTiO6,3.863966354,3.5971,absorber,ml_plus_family_prior
RbTaPbZrO6,5.061727768,3.5794,absorber,ml_plus_family_prior
RbTaRbNbO6,3.324907538,3.7069,absorber,ml_plus_family_prior
RbTaSnHfO6,4.788507051,3.5968,absorber,ml_plus_family_prior
RbTaSnTiO6,3.187687673,3.6706,absorber,ml_plus_family_prior
RbTaSnZrO6,4.738259487,3.5983,absorber,ml_plus_family_prior
RbTaSrGeO6,4.886605861,3.563,absorber,ml_plus_family_prior
