DOI,Title,Authors,Journal,Year,Material,Material_Class,Doping,Material_Dimensionality,Crystal_Structure,Gas,DFT_Software,Functional,Dispersion_Correction,Supercell,Adsorption_Site,Adsorption_Energy_eV,Charge_Transfer_e,Adsorption_Distance_A,Bandgap_Before_eV,Bandgap_After_eV,Bandgap_Change_eV,WorkFunction_Before_eV,WorkFunction_After_eV,WorkFunction_Change_eV,Sensitivity,Selectivity,Response_Time,Recovery_Time,Detection_Limit,Data_Source,Extraction_Notes
10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Co@Graphene,2D Carbon,Co,2D,NA,NO,VASP,GGA-PBE,NA,4x4 graphene with TM adatom,most_stable,-4.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table II; TM hollow-site adatom
10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Co@Graphene,2D Carbon,Co,2D,NA,NO2,VASP,GGA-PBE,NA,4x4 graphene with TM adatom,most_stable,-3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table II; TM hollow-site adatom
10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Co@Graphene,2D Carbon,Co,2D,NA,CO,VASP,GGA-PBE,NA,4x4 graphene with TM adatom,most_stable,-2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table II; TM hollow-site adatom
10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Co@Graphene,2D Carbon,Co,2D,NA,NH3,VASP,GGA-PBE,NA,4x4 graphene with TM adatom,most_stable,-0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table II; TM hollow-site adatom
10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Fe@Graphene,2D Carbon,Fe,2D,NA,O2,VASP,GGA-PBE,NA,4x4 graphene with TM adatom,most_stable,-3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table II; TM hollow-site adatom
10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Fe@Graphene,2D Carbon,Fe,2D,NA,H2O,VASP,GGA-PBE,NA,4x4 graphene with TM adatom,most_stable,-0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table II; TM hollow-site adatom
10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Fe@Graphene,2D Carbon,Fe,2D,NA,NO,VASP,GGA-PBE,NA,4x4 graphene with TM adatom,most_stable,-3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table II; TM hollow-site adatom
10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Fe@Graphene,2D Carbon,Fe,2D,NA,NO2,VASP,GGA-PBE,NA,4x4 graphene with TM adatom,most_stable,-3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table II; TM hollow-site adatom
10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Fe@Graphene,2D Carbon,Fe,2D,NA,CO,VASP,GGA-PBE,NA,4x4 graphene with TM adatom,most_stable,-2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table II; TM hollow-site adatom
10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Fe@Graphene,2D Carbon,Fe,2D,NA,NH3,VASP,GGA-PBE,NA,4x4 graphene with TM adatom,most_stable,-1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table II; TM hollow-site adatom
10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,Graphene,2D Carbon,NA,2D,NA,SO2,CASTEP,GGA-PBE,NA,NA,most_stable,-0.012,-0.077,3.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; Bader charge Q; Eads sign per exothermic convention
10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,B-doped Graphene,2D Carbon,B,2D,NA,SO2,CASTEP,GGA-PBE,NA,NA,most_stable,-0.205,-0.11,3.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; Bader charge Q; Eads sign per exothermic convention
10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,N-doped Graphene,2D Carbon,N,2D,NA,SO2,CASTEP,GGA-PBE,NA,NA,most_stable,-0.172,-0.263,3.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; Bader charge Q; Eads sign per exothermic convention
10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,Al-doped Graphene,2D Carbon,Al,2D,NA,SO2,CASTEP,GGA-PBE,NA,NA,most_stable,-1.262,-0.744,1.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; Bader charge Q; Eads sign per exothermic convention
10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,Si-doped Graphene,2D Carbon,Si,2D,NA,SO2,CASTEP,GGA-PBE,NA,NA,most_stable,-0.902,-0.959,1.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; Bader charge Q; Eads sign per exothermic convention
10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,Pt-doped Graphene,2D Carbon,Pt,2D,NA,SO2,CASTEP,GGA-PBE,NA,NA,most_stable,-1.018,-0.55,2.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; Bader charge Q; Eads sign per exothermic convention
10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,Mn-doped Graphene,2D Carbon,Mn,2D,NA,SO2,CASTEP,GGA-PBE,NA,NA,most_stable,-1.729,-0.599,1.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; Bader charge Q; Eads sign per exothermic convention
10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,Cr-doped Graphene,2D Carbon,Cr,2D,NA,SO2,CASTEP,GGA-PBE,NA,NA,most_stable,-1.675,-0.672,1.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; Bader charge Q; Eads sign per exothermic convention
10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,Ag-doped Graphene,2D Carbon,Ag,2D,NA,SO2,CASTEP,GGA-PBE,NA,NA,most_stable,-0.968,-0.454,2.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; Bader charge Q; Eads sign per exothermic convention
10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,Au-doped Graphene,2D Carbon,Au,2D,NA,SO2,CASTEP,GGA-PBE,NA,NA,most_stable,-1.284,-0.479,2.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; Bader charge Q; Eads sign per exothermic convention
10.1016/j.apsusc.2015.03.068,A first-principles study on gas sensing properties of graphene and Pd-doped graphene,"Ma L, Zhang JM, Xu KW, Ji V",Applied Surface Science,2015,Graphene,2D Carbon,NA,2D,NA,CO,VASP,GGA-PBE,DFT-D2,NA,most_stable,-0.08,0.015,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table in Ma et al.; CO PG also quoted in Micromachines 2025 citing [21]
10.1016/j.apsusc.2015.03.068,A first-principles study on gas sensing properties of graphene and Pd-doped graphene,"Ma L, Zhang JM, Xu KW, Ji V",Applied Surface Science,2015,Pd-doped Graphene,2D Carbon,Pd,2D,NA,CO,VASP,GGA-PBE,DFT-D2,NA,most_stable,-1.05,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table in Ma et al.; CO PG also quoted in Micromachines 2025 citing [21]
10.1016/j.apsusc.2015.03.068,A first-principles study on gas sensing properties of graphene and Pd-doped graphene,"Ma L, Zhang JM, Xu KW, Ji V",Applied Surface Science,2015,Graphene,2D Carbon,NA,2D,NA,NO2,VASP,GGA-PBE,DFT-D2,NA,most_stable,-0.24,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table in Ma et al.; CO PG also quoted in Micromachines 2025 citing [21]
10.1016/j.apsusc.2015.03.068,A first-principles study on gas sensing properties of graphene and Pd-doped graphene,"Ma L, Zhang JM, Xu KW, Ji V",Applied Surface Science,2015,Pd-doped Graphene,2D Carbon,Pd,2D,NA,NO2,VASP,GGA-PBE,DFT-D2,NA,most_stable,-2.17,0.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table in Ma et al.; CO PG also quoted in Micromachines 2025 citing [21]
10.1039/C8TA08407F,A Janus MoSSe monolayer: a superior and strain-sensitive gas sensing material,"Jin C, Tang X, Tan X, Smith SC, Dai Y, Kou L",Journal of Materials Chemistry A,2019,Janus MoSSe,TMD,NA,2D,NA,O2,VASP,GGA-PBE,DFT-D3,4x4 MoSSe,Se-layer,-0.104,0.035,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table S2
10.1039/C8TA08407F,A Janus MoSSe monolayer: a superior and strain-sensitive gas sensing material,"Jin C, Tang X, Tan X, Smith SC, Dai Y, Kou L",Journal of Materials Chemistry A,2019,Janus MoSSe,TMD,NA,2D,NA,O2,VASP,GGA-PBE,DFT-D3,4x4 MoSSe,S-layer,-0.101,0.018,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table S2
10.1039/C8TA08407F,A Janus MoSSe monolayer: a superior and strain-sensitive gas sensing material,"Jin C, Tang X, Tan X, Smith SC, Dai Y, Kou L",Journal of Materials Chemistry A,2019,Janus MoSSe,TMD,NA,2D,NA,NO2,VASP,GGA-PBE,DFT-D3,4x4 MoSSe,Se-layer,-0.245,0.107,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table S3 monolayer
10.1039/C8TA08407F,A Janus MoSSe monolayer: a superior and strain-sensitive gas sensing material,"Jin C, Tang X, Tan X, Smith SC, Dai Y, Kou L",Journal of Materials Chemistry A,2019,Janus MoSSe,TMD,NA,2D,NA,NO2,VASP,GGA-PBE,DFT-D3,4x4 MoSSe,S-layer,-0.216,0.069,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table S3 monolayer
10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-doped Graphene (1B),2D Carbon,B,2D,NA,CO,VASP,GGA-PBE,NA,4x4 graphene,most_stable,-0.105,NA,3.42,0.14,0.18,0.04,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; patterned B-doping configurations a1/c1/d1/f1
10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-doped Graphene (1B),2D Carbon,B,2D,NA,NH3,VASP,GGA-PBE,NA,4x4 graphene,most_stable,-0.259,NA,3.22,0.14,0.24,0.1,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; patterned B-doping configurations a1/c1/d1/f1
10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-pattern Graphene (a1),2D Carbon,B,2D,NA,CO,VASP,GGA-PBE,NA,4x4 graphene,most_stable,-0.025,NA,3.59,0.21,0.24,0.03,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; patterned B-doping configurations a1/c1/d1/f1
10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-pattern Graphene (a1),2D Carbon,B,2D,NA,NH3,VASP,GGA-PBE,NA,4x4 graphene,most_stable,-0.561,NA,1.67,0.21,0.54,0.33,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; patterned B-doping configurations a1/c1/d1/f1
10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-pattern Graphene (c1),2D Carbon,B,2D,NA,CO,VASP,GGA-PBE,NA,4x4 graphene,most_stable,-0.028,NA,4.03,0.16,0.16,0.0,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; patterned B-doping configurations a1/c1/d1/f1
10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-pattern Graphene (c1),2D Carbon,B,2D,NA,NH3,VASP,GGA-PBE,NA,4x4 graphene,most_stable,-1.021,NA,1.646,0.16,0.26,0.1,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; patterned B-doping configurations a1/c1/d1/f1
10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-pattern Graphene (d1),2D Carbon,B,2D,NA,CO,VASP,GGA-PBE,NA,4x4 graphene,most_stable,-0.309,NA,3.06,0.57,0.64,0.07,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; patterned B-doping configurations a1/c1/d1/f1
10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-pattern Graphene (d1),2D Carbon,B,2D,NA,NH3,VASP,GGA-PBE,NA,4x4 graphene,most_stable,-0.33,NA,3.58,0.57,0.65,0.08,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; patterned B-doping configurations a1/c1/d1/f1
10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-pattern Graphene (f1),2D Carbon,B,2D,NA,CO,VASP,GGA-PBE,NA,4x4 graphene,most_stable,-0.291,NA,3.14,0.58,0.63,0.05,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; patterned B-doping configurations a1/c1/d1/f1
10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-pattern Graphene (f1),2D Carbon,B,2D,NA,NH3,VASP,GGA-PBE,NA,4x4 graphene,most_stable,-1.047,NA,1.64,0.58,0.83,0.25,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; patterned B-doping configurations a1/c1/d1/f1
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu-substituted MoS2,TMD,Cu,2D,NA,H2,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-0.45,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; single coinage substitutional defect
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu-substituted MoS2,TMD,Cu,2D,NA,O2,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-1.07,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; single coinage substitutional defect
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu-substituted MoS2,TMD,Cu,2D,NA,N2,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-0.66,-0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; single coinage substitutional defect
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu-substituted MoS2,TMD,Cu,2D,NA,CO,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-1.24,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; single coinage substitutional defect
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu-substituted MoS2,TMD,Cu,2D,NA,NO,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-1.44,-0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; single coinage substitutional defect
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Ag-substituted MoS2,TMD,Ag,2D,NA,H2,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-0.27,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; single coinage substitutional defect
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Ag-substituted MoS2,TMD,Ag,2D,NA,O2,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-0.57,-0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; single coinage substitutional defect
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Ag-substituted MoS2,TMD,Ag,2D,NA,N2,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-0.33,-0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; single coinage substitutional defect
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Ag-substituted MoS2,TMD,Ag,2D,NA,CO,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-0.77,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; single coinage substitutional defect
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Ag-substituted MoS2,TMD,Ag,2D,NA,NO,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-0.35,-0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; single coinage substitutional defect
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Au-substituted MoS2,TMD,Au,2D,NA,H2,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-0.23,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; single coinage substitutional defect
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Au-substituted MoS2,TMD,Au,2D,NA,O2,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-0.51,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; single coinage substitutional defect
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Au-substituted MoS2,TMD,Au,2D,NA,N2,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-0.29,-0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; single coinage substitutional defect
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Au-substituted MoS2,TMD,Au,2D,NA,CO,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-0.13,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; single coinage substitutional defect
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Au-substituted MoS2,TMD,Au,2D,NA,NO,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-0.11,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; single coinage substitutional defect
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,TMD,Cu,2D,NA,H2,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-0.395,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; dual coinage substitutional defects
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,TMD,Cu,2D,NA,O2,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-1.65,-0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; dual coinage substitutional defects
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,TMD,Cu,2D,NA,N2,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-0.66,-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; dual coinage substitutional defects
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,TMD,Cu,2D,NA,CO,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-1.31,-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; dual coinage substitutional defects
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,TMD,Cu,2D,NA,NO,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-1.69,-0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; dual coinage substitutional defects
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Ag2-substituted MoS2,TMD,Ag,2D,NA,H2,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-0.23,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; dual coinage substitutional defects
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Ag2-substituted MoS2,TMD,Ag,2D,NA,O2,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-0.97,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; dual coinage substitutional defects
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Ag2-substituted MoS2,TMD,Ag,2D,NA,N2,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-0.32,-0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; dual coinage substitutional defects
10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Ag2-substituted MoS2,TMD,Ag,2D,NA,CO,VASP,GGA-PBE,DFT-D3,MoS2 monolayer with S-vacancy,most_stable,-0.8,-0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2; dual coinage substitutional defects
